,情感分析结果,评价倾向,正文内容,标签
5460,0.6208959314831193,正向,终于判了 终于有结果了,0
5461,0.2893936397763768,负向,太少了,1
5462,8.19110400538392e-05,负向,自己遇到危险求助别人，住在别人的公寓，遇到被刀子捅要命的事，自己先进门把门关起来躲到别人家里，有没有良心，把她的命赔给别人都应该的。,1
5465,0.6774980776478463,正向,中国没有14亿人口，因为有的人不配称之为人,0
5466,0.0584692307434246,负向,这个结果连寥以慰际都算不上真的。只能说给了个结果而已。拿着这个钱又怎么样呢？,1
5467,0.0703938811050473,负向,这么多年，终于有个结果。助人，为乐，为祸，道谢，道歉。也不知最后得到了什么。就什么都失去了。,1
5468,0.9522949413845648,正向,索赔虽然不多，但最重要的是原告以母亲的身份为女儿讨一个公道，已经没办法再要孩子了，为了今后生活也算是一个保障了。,0
5469,0.71994595372817,正向,该说不说审判长刚刚大病初愈啊,0
5470,4.168280307903505e-05,负向,另外的经济损失再找凶手赔，但是刘暖曦给江歌妈妈造成的心理伤害以及造成的恶劣社会影响赔20万也不算太多，只希望以后法律能在心理赔偿方面加大力度。,1
5471,0.7679155458338704,正向,最后几句话写的很好,0
5472,2.7913826805558983e-10,负向,重中之重！ 【11月3日零时许，二人汇合后一同步行返回公寓。二人前后进入公寓二楼过道，事先埋伏在楼上的陈世峰携刀冲至二楼，与走在后面的江歌遭遇并发生争执，期间走在前面的刘暖曦打开房门，先行入室并将门锁闭。陈世峰在公寓门外，手持水果刀捅刺江歌颈部十余刀，随后逃离现场。】,1
5473,0.8674587879138672,正向,审判长身体好了？,0
5474,0.2714069757676489,负向,支持法院的判决！维护公序良俗，惩恶扬善！,1
5475,0.0992995308514469,负向,为什么刘鑫没有任何刑事处分，太不公平了,1
5476,0.0287590603191147,负向,了解完案发细节，这个刘鑫不是人！谁认识她真是倒了八辈子血霉！自己的破烂事情导致朋友引来杀身之祸，不说自己会愧疚至死了，居然还对朋友母亲恶言相向，本来死的应该是她！这种人就不配得到帮助，让她自己承受面对原本属于她的一切！,1
5477,0.6390562662102643,正向,@谁是二水先森,0
5478,0.998185353623188,正向,没看视频都忍不住哭了…期待已久 这才是必须有的结果 终于….给江妈妈一个拥抱！ ,0
5479,0.9230769230769228,正向,哎[泪],0
5480,0.9962976745461258,正向,钱真的很少，人生不能复活。但是感情上，江歌妈妈多少有些抚慰吧。,0
5481,0.9730233466637128,正向,我认为，还需要刘鑫对江歌以及江歌母亲公开致歉，这是大家共同的愿望！,0
5482,0.2382763148864415,负向,太少了，对于德行严重缺失的人 下手太轻,1
5483,0.0167013902388125,负向,天拉，不服气！最后判决是应予谴责，她导致江歌的死有直接关系，不应该判刑吗？,1
5484,0.3812173913043477,负向,天啊,1
5485,0.6694482179837231,正向,这是民事判决，大家要搞清楚,0
5488,0.8794200054754652,正向,虽然罪有应得 但还是觉得判的轻,0
5489,0.9670026283465,正向,希望刘一辈子背负道德债！,0
5490,0.865719481174744,正向,太好笑了[允悲]你们是怎么知道她故意关门的？,0
5491,0.99416454997574,正向,法院对道德、人性给出判决，剩余的需要社会对刘暖曦给出判决——让刘暖曦也受到道德“无情残害”,0
5492,0.6438907129142762,正向,转发微博,0
5493,0.9558143360663438,正向,意思是间接杀人也不需要付法律责任,0
5494,0.3428430808143649,负向,这是花钱买命啊，江妈妈再也见不到女儿了，唉！,1
5495,0.7491245391545,正向,太不容易了[泪],0
5496,0.0129663031912632,负向,赔偿太少了 没有刑事责任吗 这种人不关她 难平民众,1
5497,0.9699345904512374,正向,正义它迟到了，但终于到了,0
5498,0.2132677770486365,负向,可是江歌妈妈这么多年处理这件事都花了两百多万，最后结果才赔70万不到，这不是判了个寂寞嘛？？？,1
5499,0.9977235943205552,正向,这次宣判，判刘鑫有罪是很重要的，会让以后类似的案件都有借鉴意义,0
5500,0.7855881242551604,正向,判她死刑最好,0
5501,1.0584165706761794e-05,负向,陸陸續續地關注了五年，這方面終於有了個結果，雖跟大家所想的結果有差距，但至少實打實地給惡人一個教訓。還是那句話：除了江歌，誰都沒資格勸江歌媽媽放下。,1
5503,0.9998601004042824,正向,可怜含辛茹苦培养的女儿，去世的方式还这么惨，用命帮的朋友如恶狼，岂止恶毒，,0
5506,0.9810053981049768,正向,坏人终会受到惩罚,0
5508,2.310188609677688e-05,负向,1、为何证据支持的经济损失1240279元，为何判决赔偿只有496000元，不到40%，剩下超60%为何不赔偿？ 2、江歌因刘星而死，事后更是发表不当言论刺激江歌母亲，为何判决没有公开道歉？,1
5509,0.736068329201049,正向,罪有应得,0
5511,0.7597884884713537,正向,应该叫她蹲大牢赔钱都便宜她了,0
5513,0.0056242049540823,负向,没结束啊 ，不知道对方会不会上诉呢 ，上诉期过了再说吧,1
5514,0.1132595926648597,负向,公平公正扬善惩恶，人民的法院就该这样！,1
5515,0.6465922907137303,正向,这个判决让人心凉🙃,0
5516,0.9995487482106772,正向,公道自在人心！感谢法律的公正,0
5518,0.2893936397763768,负向,太少了,1
5519,0.9999995570954208,正向,多少钱也换不来一条鲜活的生命，但这对于辛苦活下来的母亲是一点安慰，正义也许会迟到但绝不会缺席。善恶分明，这是我们最基本的态度。江妈妈保重身体，您的女儿在天之灵会欣慰的。,0
5520,0.3553240466604489,负向,杀了刘暖曦,1
5521,0.7199452269125334,正向,江歌要是活着 69万元，在东京一年至少至少至少20万➕ ，三年多就赚回来了，这算什么?,0
5523,0.8155726366348641,正向,事情本可以有另外的结局，这种人品应该被社会谴责,0
5524,0.1846073902200725,负向,这赔偿算多的了……,1
5525,0.9666619607670088,正向,唉！就是从法律层面来说，判的最严重也就这样了呗？！ http://t.cn/A6J71P8q,0
5526,0.9962358867416952,正向,江歌妈妈赢了[泪],0
5527,0.7024332002851363,正向,转，罪有应得。,0
5528,0.999434849286962,正向,江歌妈妈，以后一定要幸福的生活，你的女儿会保佑你的！,0
5529,0.9291169395546915,正向,法律终于有一次大快人心的判决[good],0
5530,0.8254629982010869,正向,这个事件不足以说明法律不健全吗，不足以加入刑法吗,0
5531,0.803961566028687,正向,江歌真惨,0
5532,0.058826485799044,负向,这就离大谱了，不对人处罚了嘛？,1
5533,0.9999940781909036,正向,前两天法院因特殊原因择日宣判，我看到那个新闻的一条评论是这么写的“如果定刘有罪，我会教育我自己的孩子做人不能太刘鑫，如果判刘无罪，我会教育孩子做人不能太江歌”唉，法与情，谴责和无德并不耽误刘过完一辈子，希望她能背着良心债活一辈子,0
5534,0.2637478705904876,负向,只赔钱根本不够，刘鑫应该抵命！,1
5535,0.9279088840181752,正向,@芒果味的橙子Vb,0
5536,0.786311931195632,正向,太少了 心疼江歌妈妈[淚][淚],0
5539,0.9934717158080038,正向,太少了，替江妈妈不值，江妈妈始终缺的都不是这些钱，个人觉得间接致人死亡也应该判刑………,0
5540,0.9881817112058024,正向,这个没有人性的刘，tui，恶心。江歌交友不慎啊，永远不要放过这个刘！,0
5542,0.8011894219600214,正向,昨天看评论真是毁三观，怎么那么多人为刘鑫说话的，真的很好奇都是些什么人,0
5543,0.1720365831913213,负向,成本太低了,1
5544,0.9905855708417844,正向,略作安慰吧，判决结果合适，但再怎么都无法安慰一个母亲的心,0
5545,0.8676694738672223,正向,给她打上烙印,0
5546,0.6619313928481139,正向,刘这种人还有企业会收吗？我有点诧异,0
5549,0.9078454410224116,正向,江哥妈妈赢了✌️,0
5550,0.3485563425231579,负向,人在做，天在看！！,1
5552,0.7882080817120135,正向,70万能不能让刘偿命,0
5553,0.9212434262004032,正向,可江歌再也回不来了，哎，愿江妈妈早日走出来，后半生能幸福,0
5554,0.6073481634816211,正向,人命无价，这样的案例只会告诉人们，以后花几十万就可以找人替你godie,0
5555,0.976881648619014,正向,最起码，法律上承认刘鑫道德有问题,0
5556,0.8942993175039012,正向,是缺席审判吗？看执行力吧,0
5557,0.997146868119508,正向,[拜拜][拜拜][拜拜]就这？,0
5558,0.3540383708927797,负向,判的太轻了！！,1
5559,0.9178743961352656,正向,[赞],0
5560,0.0021511948708675,负向,就赔点钱？？？,1
5561,0.9559729832461652,正向,江歌如果不是为了护着刘鑫，她也不会失去生命，为什么刘鑫没受到惩罚？,0
5562,0.3866407216339168,负向,应该判一些刑罚，就简单赔钱就结束了,1
5564,0.9902197934150267,正向,[赞][赞],0
5565,0.685797655100087,正向,唉😮‍💨，多判她去做社工也好呀，犯了错总要赎罪啊,0
5566,0.9999130087174456,正向,这个案件到底怎么应该怎么判[泪][泪][泪],0
5567,0.1615659623245189,负向,刘鑫不坐牢 对不起所有人,1
5568,0.7755019805574067,正向,希望陈世峰做个人，将自己的初心贯彻到底，出狱后把刘鑫带走,0
5569,0.8515327150724934,正向,啊！江歌妈妈赢了！！！,0
5570,0.6229549710900402,正向,江歌真的太不值了。真心疼她和她妈妈,0
5571,0.0114440440640676,负向,还要当众道歉！！,1
5572,0.99917545459227,正向,青岛怎么有这种人，祝刘暖曦此生孤独，💩💩💩💩,0
5575,0.3355468394737149,负向,能判成这样真的不容易了,1
5576,0.375,负向,就赔钱啊,1
5577,0.997766487574274,正向,罪有应得，就是罚的太少了，怎么不让他入狱[泪][泪][泪],0
5578,0.8998748861784543,正向,人命只值这些钱？心酸，更心痛,0
5579,0.9999939827360738,正向,江歌一路走好[泪][泪][泪][泪],0
5580,0.6885987506787253,正向,就这么自私的人，只经济赔偿，也太轻了吧？一条人命啊,0
5581,0.9997283687844924,正向,还是一份蛮感人的宣判，正义得到了支持，狭隘自私是不对的，网络也不是法外之物，挺好,0
5582,0.7848834423144085,正向,尘埃落定，对逝者也是告慰。🙏,0
5583,0.0137651293303694,负向,刘鑫不承担刑事责任，湖南货拉拉司机却判了过失杀人。。。实在是可笑至极！！！天理何在,1
5584,0.6035481157224664,正向,太轻了,0
5585,0.9596208298592744,正向,这一路过来好艰难呀,0
5586,0.7499999999999999,正向,没有刑事？,0
5587,0.8999999999999999,正向,痛快,0
5588,0.2818523178167427,负向,就只能道德层面谴责？,1
5591,0.9178743961352656,正向,[赞],0
5592,0.8542674461227912,正向,陈世峰呢？他是怎么判的。礼帽疑问因为我记得好像不是在中国判的,0
5593,0.0128198677072618,负向,赔偿太少，应该还要有刑事责任才行,1
5595,0.7151653912003871,正向,刘鑫罪有应得,0
5597,0.3302485663264493,负向,没判刑？,1
5598,0.2893936397763768,负向,太少了,1
5599,0.0311519158670767,负向,这样的结果真的是大失所望！,1
5600,0.9595787189956192,正向,为什么不判刑[悲伤],0
5601,0.5966560733510445,正向,没刑事？,0
5604,0.3042671799894922,负向,一条人命只值70万，要带眼识人,1
5606,0.9839414063746572,正向,终于赢来了好消息！江妈妈坚强！至少证明了刘鑫见死不救！,0
5607,0.9779234900698898,正向,可是江妈妈要这个钱有什么用呢，这是她女儿的命,0
5608,0.0363452401969326,负向,网友是不是应该给审判长道个歉,1
5609,0.9699486015416964,正向,中国的法律，真是有监管才能行。货拉拉那个受害女孩真是惨了，被司机害死了，现在才只拘留一年，那司机现在还反咬一口。那女孩家属是真的太善良了。,0
5610,0.7648725212464591,正向,[心],0
5611,0.1876380714972267,负向,一拖再拖的宣判！审判长好了吗,1
5612,0.330621438937218,负向,判得不够重,1
5613,0.9370605288209306,正向,间接杀人犯，70万一条命也太少了点,0
5614,0.1036722904774897,负向,有没有道歉？,1
5616,0.2283085711117471,负向,就赔钱？没其他的了？,1
5617,0.9524614325179632,正向,哎，钱财身外之物，毁了人家一生的希望[苦涩],0
5618,0.9966145929697016,正向,生命无价，愿逝者安息，望江妈妈保重身体！,0
5619,0.9116407530772253,正向,生命权？,0
5620,0.0098095103552278,负向,虽然赔的不多，便宜刘媛鑫了。但是阿姨太累了，不想让她太费心了[心],1
5621,0.0157576780537046,负向,刘暖曦这个臭阴沟里的东西 给她活了这么久 本来就是应该她死,1
5622,0.1097619220755277,负向,希望刘某能死掉。以告慰亡灵。不明白这种人活着是为了告诉别人。没遇上这种人有多庆幸么,1
5623,0.6915305055551023,正向,刘鑫赔命才对。这点钱算便宜她了。人家是因为她才失去的生命啊。,0
5625,0.9040181375703388,正向,@琦琦睡不醒575 你怎么看,0
5626,0.8540561037510817,正向,舆论左右了司法,0
5627,0.8758338423908517,正向,支持正义,0
5629,0.879443356633473,正向,应该坐牢[拜拜],0
5630,0.2201380498702571,负向,五年啊！！  赔偿金也有点少，远远不能衡量失去的痛苦和损失！,1
5631,0.0591537718032516,负向,不应该判刑吗？仅仅是金钱上的赔偿？,1
5632,0.73426883662628,正向,刘鑫这个贱婢把命搭上都不够,0
5634,0.3065020404624011,负向,只赔钱？,1
5635,0.0142106612849917,负向,还改名字了[费解][费解]改了名字能改掉你那恶心的本性吗[吐],1
5636,0.1125809766911537,负向,至少应该让刘鑫公开道歉吧,1
5637,0.0210065233835656,负向,为啥还不把微博给她封了,1
5638,0.8978924285522074,正向,@大许啊,0
5640,0.3824897040331069,负向,[作揖],1
5641,0.8818004748748394,正向,七十万一条人命[太开心],0
5643,0.995334456873902,正向,判的好，我们国家的法律，才更有人性,0
5644,0.9300811896383157,正向,70w换不会一个母亲的心血啊,0
5645,0.9096018490786376,正向,赞👍🏻👍🏻👍🏻👍🏻👍🏻,0
5646,0.8926241405096459,正向,作恶者的帮凶必须付出代价！[good],0
5647,0.99892073147756,正向,终于胜诉获得了赔偿，但是一个优秀善良的女孩子在花一样的年纪就陨落了真的很可惜,0
5650,0.6694951640820719,正向,交友不慎啊！,0
5651,0.052868482394297,负向,判的好，刘鑫是过错方！还提及了中华传统美德！！！就是金额判得太少了！,1
5652,0.9042498483862031,正向,总算给江歌及其母亲一些安慰！,0
5653,0.9344526545001988,正向,支持江母！,0
5655,0.9998300001348214,正向,江歌妈妈说过，如果这场官司打赢了我教育孩子们不要做刘鑫那样的人，如果输了我就教育他们不要做江歌那样的人。,0
5656,0.9866604982731983,正向,这特么太便宜这个女的了！寒了好人的心啊,0
5659,0.0641635138111698,负向,赔的少了,1
5661,0.163714933671067,负向,刘鑫怂就算了还没有担当良心，普通人怎么说也是因她情杀而起应该内疚大于逃避，更别说污蔑江妈，虽然是民事不是刑事，好好赚钱赎罪吧 改名简直欲盖弥彰，暖什么啊暖个屁 真想不到以后活着还能不能有朋友，丈夫，谁敢接近她…,1
5664,0.2029707025685138,负向,不用坐牢吗[doge]原谅我这方面不太懂   发出问好,1
5665,0.744362652617818,正向,支持刘鑫的或者刘暖鑫的，希望你也遇到这种事哦，保佑你一定遇到这样的人，[爱你],0
5666,0.5906779415952236,正向,钱买不来生命,0
5667,0.6666666666666671,正向,[鲜花],0
5668,0.8011568007210447,正向,生命不能这样的吧,0
5669,0.3444690784519461,负向,[挖鼻],1
5670,0.8148063263912415,正向,这也太少了吧[泪]怎么可以这样,0
5671,0.9961313186978236,正向,能否就这个案件 组织一个自发的纪念日 每年把案情细节拿出来报道一下,0
5672,0.8667393438383717,正向,一条人命~其实更多的是以后怎么跟孩子说，要不要管闲事…,0
5673,0.0855074455878809,负向,赔20万可以了，出于人道.,1
5675,0.6666666666666666,正向,应该死刑，,0
5676,0.8995817992532941,正向,终于[苦涩],0
5677,0.9967120727512562,正向,金钱如果能换回江歌就好了 可惜不能 一个母亲苦苦等的结局也不是金钱 她更希望刘鑫得到刑事处罚,0
5678,0.2678571428571428,负向,总算有个结果,1
5679,0.2194113053167355,负向,果然有钱能使鬼推磨，她没什么没有刑事责任，区区几十万就打发了？,1
5680,0.2893936397763768,负向,太少了,1
5681,0.6310155400458577,正向,怎么才能把她抓起来,0
5682,0.9725199216483164,正向,一个留学生，69万，五年足够赚回来了吧。哎，一条命啊,0
5684,0.1044352807962746,负向,就这点钱？当前房价也只够付个首付罢了,1
5685,0.6807370766470774,正向,罪有应得！感觉还是判的少了！,0
5689,0.1108727409526733,负向,刑责呢？？？？？,1
5690,0.9163574944768073,正向,@遵纪守法好公民gogo,0
5692,0.6623111102141913,正向,[太阳][太阳],0
5695,0.7280131706957762,正向,[awsl][爱你],0
5699,0.890142453148024,正向,恭喜恭喜！,0
5700,0.9999979791160396,正向,这就是法律应给予公众以正确的社会道德指引的意义，与钱的多少无关，此案的意义就在于彰显正义！,0
5701,0.9604869462826632,正向,大快人心！,0
5702,0.9230769230769228,正向,[泪],0
5703,0.0264389006974974,负向,就这？？？凭什么！！！！,1
5705,0.2893936397763768,负向,太少,1
5706,0.6347565892956737,正向,@今天换个什么名字呢,0
5707,0.2893936397763768,负向,太少了,1
5708,0.9999385941710048,正向,要的不是钱，是公道，是法律的信仰与敬畏，是坏人罪有应得，就算给钱，70万就买断了所有吗？人在做天在看，助纣为虐就是自寻死路，好自为之吧,0
5709,0.862169121345214,正向,恶人终有恶报,0
5710,0.9573526219743732,正向,一条那么年轻的生命70w都不到,0
5711,0.0012974893766632,负向,看到这条推送，不知道为啥，感觉跟吃了苍蝇一样恶心,1
5713,0.0128989586044923,负向,刘鑫，反锁门的这一举动太可恶了！自保而罔顾江歌的生命安全！她不坐牢吗？,1
5716,0.008368656586563,负向,改名这么容易？谁说改名手续很麻烦的来[doge],1
5717,0.6558628208940429,正向,好,0
5719,0.7900557717588689,正向,为什么不能刑事诉讼、刘鑫就该判刑、好好去学学做个人…,0
5720,0.8624934304343944,正向,不用坐牢吗？真的是蛇蝎心肠,0
5721,0.0071835265938339,负向,"""其实赔了然后不算太少也算可以了，至少刘鑫输了，江妈妈也不至于太痛苦了，无论怎么争辩,刘鑫就是过错方""",1
5722,0.6452856563041162,正向,终于，终于,0
5723,0.9930435745238168,正向,刘鑫不应该赔命吗？虽然她不是直接杀人者 这些年她的所作所为已足以杀死江妈妈了，太寒心了 人心的冷漠是无形的刽子手等同杀人犯。,0
5724,0.9995661775672864,正向,如果我有孩子 我会教育孩子不要学江歌  没有什么友,0
5726,0.9986894136907016,正向,体现了我国司法公正[good],0
5727,0.8407991999316314,正向,感性上我们希望刘鑫能赔命,0
5728,0.7220782989105777,正向,不会再赖账吧她[微笑] 有前科信不过,0
5729,0.2893936397763768,负向,太少了！,1
5731,0.9837884464635024,正向,现在也只能希望江歌妈妈能够好好面对接下来的生活吧！🙏,0
5732,0.7034064693606785,正向,舆论裹挟司法。,0
5734,0.9096018490786376,正向,[赞]🙏,0
5735,0.7608695652173911,正向,[微笑],0
5736,0.7664034764528592,正向,#江母诉刘鑫案一审宣判#  越看越生气，未免太便宜她了，狼心狗肺的东西，自私自利，不懂感恩，害人家女儿丢了性命，回头还要去污蔑谩骂她的母亲，人间不能惩罚她但愿神明能看到，地狱的位置为她准备好！,0
5737,0.3268983268983266,负向,1,1
5739,0.6116526787792754,正向,这都不用刑事处分吗？,0
5740,0.3219368415787866,负向,刘鑫不坐牢吗？,1
5742,0.6035481157224664,正向,太轻了吧,0
5743,0.0359552814775421,负向,一条命70万还他妈有人给刘鑫洗的，你全家绝户[蜡烛]了吧,1
5744,0.8035101824157943,正向,有什么用，命都没了,0
5746,0.7085923308003611,正向,举头三尺有神明,0
5748,0.94191548620498,正向,一个母亲为女儿的生命争取的五年，不是钱能换来的,0
5750,0.261579183742939,负向,70万？我出70万让刘鑫也被害，怎么样？,1
5751,0.3080536803521174,负向,不是不报，时候未到，时候一到，必有鬼叫。,1
5752,0.92926262207477,正向,民事诉讼这样已经不错了，说为啥不是刑事的建议冲日本，刑事是那边判的[作揖],0
5753,0.6035481157224664,正向,太轻了。,0
5754,0.6395253278337143,正向,便宜了刘鑫,0
5757,0.0012475813034209,负向,刘鑫这个罪恶源头，自己惹下的祸根让朋友承担，还把朋友锁在外面，江歌一只脚都跨进房门了，自己害怕为了自保把朋友推出去，把朋友当炮灰！这种行为人神共愤！愿天下所有的人交朋友一定不要遇到这种垃圾朋友，关键时候会让你当炮灰的朋友！那些刘鑫的水军就没孩子吗？你们的孩子有这种遭遇咋办？,1
5758,0.2420964908124429,负向,70w就完了？？？？？,1
5760,0.0718740420020451,负向,多少钱都换不来一条命,1
5762,0.7608695652173911,正向,[微笑],0
5763,0.9659826334084276,正向,看似赢了，还是意难平吧，光是道德谴责有什么用呢，虽然很难，还是希望江妈妈能走出来，法律触及不到的地方交给天意吧，不是不报时候未到。,0
5765,0.1945213974168582,负向,最后合计赔偿也没超过江歌妈妈的开销，唉,1
5766,0.0051212101206437,负向,什么意思，我没明白，就光赔这点钱？一条人命，就光赔了钱？这么多年，迟迟没有结果，等来的就这？小人心机得逞,1
5767,0.9713787573086152,正向,感谢我大中国法院，给了受害人一个公道[泪],0
5768,0.6429335818357281,正向,没有判死刑吗,0
5769,0.3242715845735121,负向,70万太少了,1
5770,0.2110777774343892,负向,逝者安息，判的太少，不服,1
5771,0.0865451348460928,负向,以刘某的不要脸程度，极有可能会当老赖[生病][生病],1
5772,0.0337769577574178,负向,赔多少是一回事，至少证明刘鑫是错的,1
5773,0.7297953905324696,正向,刑事处分呢？,0
5774,0.7210833512849146,正向,案发前不告知危险，案发时锁门，案发后伤害江母，刘鑫还是人吗！！,0
5775,0.071627168136203,负向,他比凶手更可恶[吐],1
5776,0.956326241888276,正向,需要钱吗？江妈妈需要的是正义！诛心啊！,0
5777,0.9799523346422266,正向,终于有结果了，几年了，江歌可以安心了，只是这点钱对于江妈妈这几年每分每秒的坚持煎熬，有些过于微不足道了,0
5779,0.2187435055380839,负向,终于宣判了，公开道歉吧，虽然这烂心肠的家伙坏到家了,1
5780,0.0955683849202743,负向,刘鑫，刘暖曦赔命都不够，垃圾！,1
5781,0.7608695652173911,正向,[微笑],0
5782,0.3444690784519461,负向,[挖鼻],1
5783,0.876506337255863,正向,只能换算为刘狗70万买了自己一条狗命,0
5784,0.736068329201049,正向,罪有应得,0
5786,0.999999666028829,正向,江歌妈妈日夜思念和流泪 江歌年轻漂亮的生命 仅值70万[泪],0
5787,0.7677941896717174,正向,不要交垃圾人做朋友，做男女朋友。请认真阅读，谨记,0
5788,0.1578947368421054,负向,就这？？？？,1
5789,0.9634378686472012,正向,太少了 一条生命 替她人挨了那么多刀 毁灭一个家庭幸福 只有69万 余情于理都说不过去 太痛心了,0
5790,0.9985151021227404,正向,江歌妈妈提的民事诉讼，一群不明真相的要求法院刑事判决[费解]刘鑫（刘暖曦）因感情纠纷被男友陈世峰威胁，求助江歌，江歌让她报警，她拒绝，对陈世峰的危险性，她未对江歌提醒，还把危险源带给了江歌…她借住江歌租的房子，最后把江歌关在门外~别拿求生本能来洗她，她不配！ 为女儿讨公道，还被骂…,0
5791,0.1111419518476378,负向,不懂就问，那个男的什么下场了？,1
5792,0.9528520477190874,正向,#江歌妈妈起诉刘鑫生命纠纷权案# 此案不仅仅是赔偿问题，而是体现社会价值观，具有风向标意义，@城阳区法院 的判决将载入史册。,0
5793,0.9999910550051702,正向,江妈妈不是为了赔尝多少钱，而真正为了一个说法，为了正义，为了给女儿一个交待，对方没有受到法律的惩罚，却一辈子受到良心和道德的潜责,0
5794,0.3358945438473838,负向,看到评论区也是区区69w我就放心了,1
5796,0.1122749560399389,负向,[傻眼][傻眼][傻眼][傻眼][傻眼],1
5799,0.9987122494479894,正向,刘三金这名字改的还挺有意思的-“暖”？真是应了那句话：缺什么补什么！名字里加个“暖”就能抹去她冷血无情、忘恩负义的事实吗？多加几个“日”就能让她阴暗的内心照到阳光啦？真讽刺！只是再多的💰也换不回一个完整的江歌了，也弥补不了这些年江妈妈受到的伤害……,0
5800,0.9312319870584004,正向,这完全是安抚广大关注群众的下策[doge]既然觉得她有错，就这？？？！[笑cry],0
5801,0.6558628208940429,正向,好！,0
5802,0.2893936397763768,负向,太少了,1
5803,0.9873888787782996,正向,为什么这种恶人不用被判刑，法律应该重新修订了。,0
5804,0.6910096744763496,正向,江阿姨以后要好好生活，长命百岁。,0
5805,0.6134703270513157,正向,真的恶心。刘鑫真的用江歌的命来赚钱，吃人不吐骨头。//@甜南瓜粥:刘鑫在微博赚了不少钱呢，都给我吐出来[可爱][可爱],0
5806,0.612718738264278,正向,不抓起来？,0
5807,0.8815319999439957,正向,花点钱就可以解决了，果然生命如草芥，告诉大家做人要自私一点,0
5808,0.7608695652173911,正向,[微笑],0
5809,0.2643477289048165,负向,所以没有刑事责任？关人家的门不用负责？,1
5811,0.1520829352766077,负向,刘鑫以什么理由改名？成年人改名很困难的,1
5812,0.1947310499788713,负向,能不能诚恳地道歉并且承认错误就是说,1
5814,0.8500011627975449,正向,70w买[doge]自己的命,0
5816,0.0638887685390758,负向,判赔偿设有用,1
5817,0.0157028218594054,负向,处罚太轻了……刑事处罚呢？？？,1
5818,0.3302485663264493,负向,怎么没判刑,1
5819,0.9409073953264964,正向,@全仔微博专用马甲,0
5821,0.7245994216652567,正向,为什么不坐牢？呵呵…,0
5823,0.997670836754205,正向,也只能用钱来证明公道了 其实江歌妈妈大可不必捐出这些赔款 女儿都走了 留着当养老钱也行啊,0
5824,0.3452787547128301,负向,不痛不痒,1
5825,0.1837233963534416,负向,让我看看刘鑫现在啥样,1
5826,0.2091596532509151,负向,评论里刑事民事分不清属实是看笑了 普法任重道远啊[裂开],1
5827,0.7116401366475598,正向,太轻了，应该判死刑,0
5828,0.3847774206015262,负向,就用这点钱换了一条人命？,1
5829,0.3524790935169953,负向,善有善报，恶有恶报，人在做，天在看，她不会有什么好下场的！,1
5830,0.3626139338997083,负向,想把她抓起来关个二十年,1
5831,0.9999979190730848,正向,#江秋莲诉刘暖曦生命权纠纷案一审宣判# 五年多的时间，漫长的等待，此事终于有了结果！江妈妈辛苦了！为了唯一的女儿争取到了最后的公道！！要不是一个母亲的决心，谁能五年多一直在讨公道的路上呢！感谢法律没有让江母失望，希望这个结果能稍稍慰藉江歌的在天之灵……@苦咖啡-夏莲 ,0
5832,0.2682816397313379,负向,背时！太少了！,1
5833,0.8450880580349157,正向,一条人命69w！？刘鑫把命赔了都不够，正义何在,0
5835,0.3038974640222048,负向,支持判决…但是还是太少了,1
5836,0.8987781706804837,正向,这宣判太迟了。六暖膝 应该下跪谢恩的，但却这么恬不知耻，可惜了江歌,0
5837,0.9999999715272866,正向,整个案件清晰明了了，尘埃落定，主人翁被害人的妈妈确实很苦，刘姓女子真心不应该所作所为去煽风点火刺激被害人妈妈，这人家儿女救了你，你反而变本加厉去制造话题，有点过河拆桥的感觉,0
5838,0.9377290345749186,正向,终于看到相对公正的判决了，江歌妈妈🙏🙏🙏,0
5840,0.9998796610080684,正向,[赞][赞][赞][赞],0
5841,0.9999979190730848,正向,#江秋莲诉刘暖曦生命权纠纷案一审宣判# 五年多的时间，漫长的等待，此事终于有了结果！江妈妈辛苦了！为了唯一的女儿争取到了最后的公道！！要不是一个母亲的决心，谁能五年多一直在讨公道的路上呢！感谢法律没有让江母失望，希望这个结果能稍稍慰藉江歌的在天之灵。@苦咖啡-夏莲 ,0
5842,0.0290984612852169,负向,单纯就赔钱？这判罚属实清了，即便没让她坐牢哪怕给打上个人生污点也行。,1
5843,0.2893936397763768,负向,太少了吧,1
5844,0.7297953905324696,正向,刑事处分呢,0
5845,0.8876736518872276,正向,苦命的母亲,0
5846,0.3853553962266676,负向,杀人帮凶，再加10年牢,1
5847,0.6438907129142762,正向,转发微博,0
5848,0.7533925190725372,正向,69万买条命[笑cry],0
5850,0.1983808501376921,负向,就这？网络攻击加一条命就这几个钱不到70万还那么多年，这能够奔走收集证据的钱吗,1
5851,0.1768830629261337,负向,她凭什么改名叫暖曦。。。 侮辱了这个暖字！！！！！！！！！！,1
5852,0.3897153940017767,负向,虽然少点 但是也算变相承认她有罪 看得出来尽力了,1
5853,0.9712173295379848,正向,哈哈哈，被舆论裹挟就是不一样[赞][赞]，法律都没什么用了[吐][吐],0
5854,0.0059204103641942,负向,多一个0都不过分,1
5856,0.9994073214671592,正向,谢谢法律的判决。希望江歌在天堂里能看到她妈妈的努力。,0
5857,0.3241866413196247,负向,再加个0⃣️还差不多,1
5858,0.3017194265985228,负向,赔的有点少了[苦涩],1
